size,recipe,n_train,rate_train,lift_train,n_val,rate_val,lift_val,n_test,rate_test,lift_test,avg_oos_rate,min_oos_rate
4,bb_width_q1 & macd_hist_q1 & sess_london_1 & vol_5_20_q4,139,0.20863309352517986,2.2812096989075408,64,0.203125,2.3299446816770186,52,0.21153846153846154,2.1968373657372244,0.20733173076923078,0.203125
4,atr_ratio_q2 & bb_pos_q1 & range_20_q1 & vol_5_20_q4,96,0.16666666666666666,1.8223456790123456,45,0.2,2.2940993788819877,39,0.2564102564102564,2.662833170590575,0.2282051282051282,0.2
4,atr_ratio_q2 & bb_pos_q1 & range_20_q1 & sess_overlap_1,97,0.17525773195876287,1.9162810232913325,40,0.2,2.2940993788819877,36,0.2222222222222222,2.307788747845165,0.2111111111111111,0.2
4,atr_ratio_q2 & bb_pos_q1 & h_3 & range_20_q1,97,0.17525773195876287,1.9162810232913325,40,0.2,2.2940993788819877,36,0.2222222222222222,2.307788747845165,0.2111111111111111,0.2
4,atr_ratio_q1 & dow_4 & sess_london_1 & vol_5_20_q2,132,0.16666666666666666,1.8223456790123456,60,0.21666666666666667,2.485274327122153,60,0.2,2.077009873060649,0.20833333333333334,0.2
4,bb_width_q1 & macd_hist_q1 & pos_in_range_20_q1 & vol_5_20_q4,105,0.19047619047619047,2.0826807760141093,50,0.2,2.2940993788819877,55,0.2,2.077009873060649,0.2,0.2
4,atr_ratio_q1 & dist_ema200_q1 & pos_in_range_20_q1 & sess_london_1,236,0.1483050847457627,1.6215787821720025,102,0.19607843137254902,2.2491170381195955,92,0.1956521739130435,2.031857484515852,0.19586530264279625,0.1956521739130435
3,bb_pos_q1 & h_2 & vol_5_20_q4,188,0.20212765957446807,2.210078802206462,67,0.19402985074626866,2.2256188004078985,92,0.1956521739130435,2.031857484515852,0.19484101232965606,0.19402985074626866
4,bb_pos_q1 & h_2 & sess_london_1 & vol_5_20_q4,188,0.20212765957446807,2.210078802206462,67,0.19402985074626866,2.2256188004078985,92,0.1956521739130435,2.031857484515852,0.19484101232965606,0.19402985074626866
4,bb_pos_q1 & h_2 & sess_ny_0 & vol_5_20_q4,188,0.20212765957446807,2.210078802206462,67,0.19402985074626866,2.2256188004078985,92,0.1956521739130435,2.031857484515852,0.19484101232965606,0.19402985074626866
4,bb_pos_q1 & bb_width_q1 & macd_hist_q1 & vol_5_20_q4,127,0.1968503937007874,2.1523767862350542,57,0.19298245614035087,2.2136046638334963,60,0.23333333333333334,2.4231781852374237,0.2131578947368421,0.19298245614035087
4,atr_14_q1 & dow_3 & h_1 & vol_5_20_q2,98,0.17346938775510204,1.896727135298564,26,0.19230769230769232,2.2058647873865267,32,0.25,2.596262341325811,0.22115384615384615,0.19230769230769232
4,bb_pos_q1 & dist_ema200_q1 & h_2 & vol_5_20_q4,90,0.2111111111111111,2.3083045267489712,26,0.23076923076923078,2.6470377448638316,47,0.19148936170212766,1.9886264742070041,0.21112929623567922,0.19148936170212766
4,atr_ratio_q2 & pos_in_range_20_q1 & range_20_q1 & vol_5_20_q4,90,0.17777777777777778,1.9438353909465023,42,0.19047619047619047,2.1848565513161784,37,0.24324324324324326,2.5260930888575457,0.21685971685971686,0.19047619047619047
4,atr_14_q1 & pos_in_range_20_q1 & range_20_q1 & vol_5_20_q4,96,0.20833333333333334,2.277932098765432,42,0.19047619047619047,2.1848565513161784,60,0.23333333333333334,2.4231781852374237,0.2119047619047619,0.19047619047619047
4,atr_14_q1 & bb_width_q1 & pos_in_range_20_q1 & vol_5_20_q4,101,0.2079207920792079,2.2734213421342133,42,0.19047619047619047,2.1848565513161784,65,0.23076923076923078,2.3965498535315177,0.21062271062271062,0.19047619047619047
4,dow_4 & range_20_q1 & rsi_14_q1 & sess_london_1,68,0.27941176470588236,3.0551089324618736,35,0.2,2.2940993788819877,42,0.19047619047619047,1.9781046410101415,0.19523809523809524,0.19047619047619047
4,dist_ema200_q1 & h_2 & pos_in_range_20_q1 & vol_5_20_q4,75,0.2,2.186814814814815,21,0.19047619047619047,2.1848565513161784,42,0.19047619047619047,1.9781046410101415,0.19047619047619047,0.19047619047619047
4,atr_ratio_q1 & bb_pos_q1 & dist_ema200_q1 & sess_london_1,241,0.15352697095435686,1.6786752727831566,100,0.2,2.2940993788819877,90,0.18888888888888888,1.9616204356683904,0.19444444444444445,0.18888888888888888
4,bb_pos_q1 & bb_width_q1 & sess_overlap_1 & vol_5_20_q4,119,0.15966386554621848,1.7457765328353563,69,0.18840579710144928,2.1611081105410026,37,0.1891891891891892,1.9647390691114246,0.18879749314531924,0.18840579710144928
4,bb_pos_q1 & bb_width_q1 & h_3 & vol_5_20_q4,119,0.15966386554621848,1.7457765328353563,69,0.18840579710144928,2.1611081105410026,37,0.1891891891891892,1.9647390691114246,0.18879749314531924,0.18840579710144928
4,atr_ratio_q1 & dist_ema200_q1 & h_2 & rsi_14_q1,135,0.16296296296296298,1.781849108367627,64,0.1875,2.1507181677018634,47,0.23404255319148937,2.430543468475227,0.21077127659574468,0.1875
4,atr_ratio_q2 & bb_pos_q1 & bb_width_q1 & sess_london_1,161,0.18633540372670807,2.0374051069703243,62,0.22580645161290322,2.5901122019635343,48,0.1875,1.9471967559943582,0.20665322580645162,0.1875
4,atr_14_q1 & macd_hist_q1 & pos_in_range_20_q1 & vol_5_20_q4,80,0.225,2.460166666666667,48,0.1875,2.1507181677018634,47,0.19148936170212766,1.9886264742070041,0.18949468085106383,0.1875
4,atr_ratio_q1 & dist_ema200_q1 & macd_hist_q1 & sess_london_1,105,0.17142857142857143,1.8744126984126985,44,0.20454545454545456,2.3462380011293056,59,0.1864406779661017,1.9361956443785708,0.19549306625577811,0.1864406779661017
